event_id,name,clean_description,location_room,start_date_clean,start_time,end_time,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level,session_title
4485,Broadcast Track: Cold cases as investigations,"Hear from three veteran investigative reporters discuss how they piece together decades-old evidence and turn it into compelling stories. Not all cases warrant further investigation. So, how do you pick the right case? This panel will teach you about flawed forensics, how to turn a TV story into a podcast, restoring evidence and much more. If you consider yourself an armchair detective, you’ll want to attend this panel! This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-13,2019-06-13 17:00:00,2019-06-13 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4491,Broadcast Track: Consumer investigations,"From quick-turn consumer stories to long-form investigations, you will walk away from this session with 30 projects you can produce in your own market. We'll provide you with the tips you need to investigate everything from ridesharing scams to negligent utility companies. Whether you're a general assignment reporter with daily deadlines or a full-time investigative reporter, you will find out how to tell stories that educate viewers, hold the bad actors accountable and solve problems. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 09:00:00,2019-06-14 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4472,Broadcast Track: Deep dive 1: Best of broadcast,"A deep dive into how some of the biggest stories of the year came to fruition. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-13,2019-06-13 14:30:00,2019-06-13 15:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4515,Broadcast Track: Deep dive 2: Best of broadcast,"A deep dive into how some of the biggest stories of the year came to fruition. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 14:30:00,2019-06-14 15:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4555,Broadcast Track: Deep dive 3: Best of broadcast,"A deep dive into how some of the biggest stories of the year came to fruition. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-15,2019-06-15 15:00:00,2019-06-15 16:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4522,Broadcast Track: Emotions and accountability: The art of compelling interviews,"Interviews can make or break a story, so you can't just wing it. Seasoned broadcast journalists break down their strategies and tips for making the most out of those on-camera conversations — from interview prep to accountability sessions, getting reluctant people to open up and more. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 15:45:00,2019-06-14 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4478,"Broadcast Track: From A to Z, soup to nuts, how DID you get that on the air?","Veteran journalists walk you through the steps they took to tell big stories from start to finish. You’ll leave this panel with a roadmap of how to conceive, nurture, report, dig up and use data, as well as overcome obstacles and potential pitfalls along the way to getting your next big (or first) investigation published or on the air. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-13,2019-06-13 15:45:00,2019-06-13 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4507,Broadcast Track: Holding them accountable,"Experienced broadcast investigative reporters share techniques and tips for how they hold the powerful accountable. The panel will prepare you for accountability interviews – both scheduled and unscheduled. The panel will also show how you can hold institutions and officials accountable when they hide. It will be a lively panel with plenty of news you can use for your own accountability interviews in markets big and small. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 11:30:00,2019-06-14 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4533,Broadcast Track: Juggling GA & investigative,"Learn how to balance being an investigative journalist who also needs to contribute daily to the news cycle. You can do both effectively! Hear from investigative reporters and a news director about the ways they ensure investigative pieces make it to air consistently and how to develop a culture where every reporter considers investigations a part of their beat. We'll discuss both quick-turn and larger investigation tactics, as well as the tools and strategies used to manage ourselves, record requests and story ideas. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-15,2019-06-15 09:00:00,2019-06-15 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4526,Broadcast Track: Lightning talks,"**Moderated by Nicole Vap, KUSA/9News Denver We're bringing Lightning Talks back to the IRE Conference broadcast track. Hear from the top investigative reporters in the country, who will each present for five minutes. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 17:00:00,2019-06-14 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4540,Broadcast Track: Overcoming obstacles,How often do you hit the wall on an investigative project? Four veteran journalists share their expertise on what to do when the challenges seem overwhelming. Victim won’t talk? PR person thwarting efforts to get your subject to sit down? Can't get that one key piece of video or critical document? Your lawyers slowing down the process? Not a very visual story and need to find another way around? We’ll dive into how to overcome those obstacles and find the way to the finish line. ,Texas H,2019-06-15,2019-06-15 10:15:00,2019-06-15 11:15:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4548,Broadcast Track: The 10 most important lessons I've learned,"From confrontations to collaborations and FOIAs to fact-checking, you'll hear from three TV news veterans about the most important lessons they’ve learned in their careers. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-15,2019-06-15 11:30:00,2019-06-15 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4499,Broadcast Track: The lawyers,"This panel of powerhouse lawyers and news managers will cover some of the most important legal issues we face today as investigative journalists: Protecting our First Amendment rights in 2019 – what part does your legal team play? What should you expect of them? Best practices for working with your legal team – when do you bring them in? When do you push back on a decision? What pieces of information do you ALWAYS give them, no matter what? Working with anonymous and other sources – how do we protect them? What do your lawyers need to know about them? Going undercover/hidden camera/unscheduled interviews … lawyers’ favorite (!) topics and how they address them. We’ll allow a lot of time for audience questions with our experts, so be sure to bring them! This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-14,2019-06-14 10:15:00,2019-06-14 11:15:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4466,Broadcast Track: The women,"Female investigative reporters face a unique set of challenges. How do we press for accountability without being called a b*#@$? How do we get answers in a friendly way without someone thinking we’re “using what we’ve got”? Both inside and outside the newsroom, our road to becoming established investigative reporters hasn’t been without pebbles (sometimes boulders) of sexism. You’ll hear from four veteran female investigative journalists about how they got their start in and now navigate a world where being tough is a prerequisite for the job. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-13,2019-06-13 11:30:00,2019-06-13 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4460,Broadcast Track: Visualizing your investigation,"Every great investigation deserves stunning visualization. Don’t let your visuals be an afterthought. Join our skilled panelists as they provide inspiration, tips, and discussion on how to create investigations so eye-catching, you can’t help but get noticed. From the fundamentals of visual storytelling to creating impactful images that stimulate action – this session will send you home with ways to improve the look of your next investigation. This session is sponsored by the National Association of Broadcasters. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas H,2019-06-13,2019-06-13 10:15:00,2019-06-13 11:15:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4625,"Broadcasting original reporting: How to put documents, data and original reporting into your audio story", NA ,Texas F,2019-06-14,2019-06-14 14:30:00,2019-06-14 15:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4565,Bulletproofing best practices,"In an age of drastic newsroom cutbacks and pressures of digital publication, how do we guarantee rigorous publication standards and bullet-proofed stories? We'll share techniques and checklists on bulletproofing best practices. ",Briargrove,2019-06-16,2019-06-16 09:00:00,2019-06-16 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4474,Business Track: Debunking economic impact promises large and small,"Whether it’s Amazon and Foxconn megadeals, or the pro teams and corporations lobbying for your community’s tax dollars, you’re likely to come across robust economic impact claims. But are the politicians really landing great deals? Do the corporations even need tax breaks in the first place? How to find great stories amid the public relations garbage. This session is sponsored by Bloomberg. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Meyerland,2019-06-13,2019-06-13 09:00:00,2019-06-13 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4620,Business Track: Detecting business fraud, NA ,Briargrove,2019-06-14,2019-06-14 09:00:00,2019-06-14 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4528,Business Track: Dig into companies with financial statement shortcuts,"A company's financial statements are meant to communicate to investors how a business works, how successful it has been and what to expect in the future. But rather than stating it outright, the financial statements often require hands-on analysis and careful reading to draw meaningful conclusions. Cara Lombardo, The Wall Street Journal's mergers and acquisitions reporter and a Certified Public Accountant, will lead the class through several easy shortcuts to spot the types of red flags that can lead to big stories. This session is sponsored by Bloomberg. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Meyerland,2019-06-15,2019-06-15 09:00:00,2019-06-15 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4492,Business Track: Investigating charities and other nonprofits,"There are roughly 2 million nonprofits across the country, including hospitals, universities, foundations, credit unions, labor unions, churches, and social service agencies. In this session, we will cover various documents and other resources reporters can use to navigate the world of nonprofits, including how to find, read, and use the annual 990 forms nonprofits file with the IRS. We will also highlight potential red flags to look for when scrutinizing charities. This session is sponsored by Bloomberg. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",David Mitzner,2019-06-14,2019-06-14 09:00:00,2019-06-14 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4487,Business Track: Investigating tech companies in Silicon Valley and beyond,"There’s a small army of reporters covering the biggest companies and faces in the tech industry, a vast source of wealth and power that exerts significant influence in our daily lives. And yet, relatively few stories from this world become topics of discussion at IRE conferences. Come hear from beat and project reporters alike who have found drastically different ways of doing impactful stories on the tech industry -- and avoid some of the common pitfalls of the ‘echo chamber’ of tech journalism in the process. We aim to send you back to your newsroom with story ideas, resources and reporting tips you can rely on for the long haul. ",Texas C,2019-06-14,2019-06-14 11:30:00,2019-06-14 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4621,Business Track: Making your business stories sing, NA ,Meyerland,2019-06-15,2019-06-15 11:30:00,2019-06-15 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4502,Business Track: Mining for gold with Uniform Commerical Code (UCC) filings,"Learn about UCC filings, what they are, where you can find them, and how these documents can help unravel business connections, hidden assets, and sometimes link to contracts. Discussion will include ways you might incorporate these documents into an ongoing project. This session is sponsored by Bloomberg. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas F,2019-06-13,2019-06-13 15:45:00,2019-06-13 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4549,"Business Track: Public documents, private companies","Cryptocurrency dealers, tech startups, established multinational corporations and even local brick-and-mortar stores are raising money and conducting business in private markets. In this session, you'll learn how to find key public records and information -- in places that aren't always obvious -- on the private companies in your backyard. This session is sponsored by Bloomberg. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",David Mitzner,2019-06-15,2019-06-15 11:30:00,2019-06-15 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4510,Changes in college sports and the NCAA,"From paying players to bribery convictions of shoe executives, the turmoil in college sports seems endless. 2019 may mark the end of college sports as we know it, especially for football. Most crystal-ball watchers are predicting major conference realignments and a lot of dropped programs if some of the current lawsuits are resolved as expected. And if they aren't, the future of college sports may be decided by the Supreme Court -- and likely all in the next few years before the major cable contracts are awarded. Amidst all the chaos there's never been more need for watchdogs in this $10B-dollar enterprise in DI. ",Briargrove,2019-06-15,2019-06-15 11:30:00,2019-06-15 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4597,Cleaning data with OpenRefine,"We'll go over how to use OpenRefine for common data cleaning problems, such as parsing and cleaning names and addresses, combining and breaking apart fields and more as time allows. This session is good for: People with at least some Excel experience. ",River Oaks A,2019-06-15,2019-06-15 15:00:00,2019-06-15 16:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4649,Closing reception (Sponsored by Google News Initiative with support from Reporters Committee for Freedom of the Press),"Join us for a closing reception beginning at 6:30 p.m. on the South event lawn located on the pool deck of the Marriott Marquis Houston and enjoy one last evening of catching up with old and new friends, speakers and colleagues. Appetizers and a cash bar will be available. Conference name tags are required for entry. ",South Event Lawn,2019-06-15,2019-06-15 18:30:00,2019-06-15 20:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4523,Connecting the dots with health data: The Implant Files Case,"The Implant Files investigation involved a global effort of more than 1,500 FOI requests to gather data on medical devices in different parts of the world. It was a collaboration that involved more than 250 journalists in 36 countries. As a result, ICIJ released the first International Medical Devices Database that facilitates the exploration of more than 75,000 recalls, safety alerts and field safety notices of medical devices and their connections with manufacturers. Join us to explore the possibilities this data collection has to offer and how to connect it with other health datasets to report on stories linked to the medical devices industry. This session is sponsored by the Knight Foundation. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",David Mitzner,2019-06-14,2019-06-14 15:45:00,2019-06-14 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4588,Converting pdfs to data,This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. We'll introduce basic concepts and walk through tackling common challenges encountered with tricky PDF documents. This session is good for: People who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document. ,River Oaks A,2019-06-14,2019-06-14 10:15:00,2019-06-14 11:15:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4598,Converting pdfs to data (repeat),This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. We will introduce basic concepts and walk through tackling common challenges encountered with tricky PDF documents. This session is good for: People who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document. ,River Oaks A,2019-06-16,2019-06-16 09:00:00,2019-06-16 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4451,Court records are filled with untold stories: A PACER deep dive,"PACER, the federal court records system, is antiquated and hard to navigate. Using skills developed over years, Seamus Hughes has helped the media break national stories about topics ranging from terrorism and public corruption to corporate espionage. Hughes will give reporters tips and suggestions on how to use PACER to tell a story. This session is sponsored by the Knight Foundation. IRE retains control of content, including the topic and speaker selection, for all conference sessions. ",Texas D,2019-06-13,2019-06-13 09:00:00,2019-06-13 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4547,Covering elections in an <93>off<94> year,"Local elections offices never really have an off year, but local elections tend to be less chaotic than federal elections. Learn how to use this time productively by getting to know your local election administrator and the issues they face (or cause!). We’ll focus in on key areas of security, election administration and changing laws and how all of those things impact the voter’s ability to cast a ballot. You’ll walk away from this panel with specific questions to ask your municipal, county and state officials and investigative story ideas you can start working on before the chaos of 2020 begins. ",Texas G,2019-06-15,2019-06-15 09:00:00,2019-06-15 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4483,Covering prisons: Finding truth in the most guarded institutions in the justice system,"As public interest in the criminal justice system continues to grow, state prison systems and local jails have largely clamped down. What's the best way to get to the truth when you can't go out and interview your subjects at will? How do you deal with spin and obfuscation from public officials? Which public records should reporters look for when covering prisons and jails? Tackle these topics and more for looking closer behind bars. ",Texas F,2019-06-13,2019-06-13 17:00:00,2019-06-13 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4521,Covering sins of the church,"Learn how to better investigate religious figures in a panel that explores hidden church archives and sources, exposes sex abuse secrets of Southern Baptists and updates the latest innovations in Catholic clergy scandals. The devil is always in the details, and these veteran journalists will enlighten you on pitfalls to avoid. ",Texas G,2019-06-14,2019-06-14 15:45:00,2019-06-14 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4529,Covering white supremacists and hate crimes, NA ,Texas F,2019-06-13,2019-06-13 11:30:00,2019-06-13 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4590,Create interactive demographic maps in minutes with ArcGIS Online,"Demographic information can add critical context to any story. When paired with location, it can help explain why things happen where they do. Join us for a hands-on session where we’ll explore visualization- and analysis-ready datasets available to use in your stories. We’ll show you how to quickly find authoritative content in ArcGIS Online, run powerful spatial analyses, and create responsive web apps to support your reporting. You will get hands-on experience with the browser-based ArcGIS Online. Anyone who attends this session will also receive complimentary access to ArcGIS Pro, ArcGIS Online, and ArcGIS Maps for Office so you can continue your visualization journey long after you leave the conference. This session is good for: Anyone who’s wanted to dig into demographics but wasn’t sure where or how to start and those interesting in telling visual stories with that data. ",River Oaks A,2019-06-14,2019-06-14 14:30:00,2019-06-14 15:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4479,Cross-border investigations,"This panel will explore the challenges of developing sources and stories across the globe, and among groups often overlooked by reporters. ",Meyerland,2019-06-13,2019-06-13 17:00:00,2019-06-13 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4518,Dark money 2020,"Dark money is poised to play a major role in the 2020 elections, up and down the ballot, aiding candidates across the ideological spectrum. This panel will empower journalists to uncover information about dark money activity, detailing tools and techniques to track secretive groups, piece together opaque spending networks, and uncover donors by using political ad records, corporate records, campaign finance data, and filings with the Internal Revenue Service, Department of Labor, Congress and more. You can start by bookmarking OpenSecrets.org as well as Issue One's database of dark money donors (bit.ly/DarkMoneyData). ",Briargrove,2019-06-14,2019-06-14 15:45:00,2019-06-14 16:45:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4434,Data analysis with Python **pre-registered attendees only,"Skill level: Advanced Learn how to use Jupyter notebooks with the popular Python library pandas to kickstart your data analysis workflow. In this session, you'll write code to quickly sort, filter, group, clean and join large data sets -- all within a browser-based notebook that doubles as your data diary. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: This is programming for beginners. Some familiarity with basic Python syntax is helpful -- you might first check out the Python 101 session offered separately -- but not required. ",River Oaks A,2019-06-15,2019-06-15 09:00:00,2019-06-15 12:30:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4629,Data visualization and storytelling with Flourish,"Learn how to use Flourish, a free, online tool to build custom visualizations from your spreadsheets, no coding required. Flourish grew out of Kiln, the award-winning data studio that has helped dozens of organizations to visualize and tell stories with data. **You must sign up for a free account at flourish.studio to participate in this class. This session is good for: Anyone familiar with spreadsheets. No visualization experience required. ",River Oaks C,2019-06-13,2019-06-13 11:30:00,2019-06-13 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4534,Deciphering medical bills, NA ,Briargrove,2019-06-15,2019-06-15 09:00:00,2019-06-15 10:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4437,Digging into data for stories (cont'd-Friday) *pre-registered attendees only,"This is a continuation of Digging into data for stories: A crash course from Thursday, June 13 for pre-registered attendees of this class only. ",River Oaks C,2019-06-14,2019-06-14 09:00:00,2019-06-14 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4438,Digging into data for stories (cont'd-Sunday) *pre-registered attendees only,"This is a continuation of Digging into data for stories: A crash course from Saturday, June 15 for pre-registered attendees of this class only. ",River Oaks C,2019-06-16,2019-06-16 09:00:00,2019-06-16 12:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4436,Digging into data for stories: A crash course in Excel (Sat & Sun) **pre-registered attendees only,"Skill level: Beginner Get started with using data in your stories with IRE's original mini-boot camp. In this 7-hour, hands-on workshop, IRE’s experienced trainers will start with the basics of navigating Excel and using formulas, then walk you through sorting, filtering and aggregating data with PivotTables to find story ideas. You'll come away with a solid base for using data analysis in your newsroom, including how to find and request data, identify and clean dirty data, find story ideas and bulletproof your work. We’ll also provide you with our detailed boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories. Saturday & Sunday's session is Saturday, June 15, 9:00 a.m. - 12:30 p.m. and Sunday, June 16, 9:00 a.m. - 12:30 p.m. Registration for this session reserves your seat for both days of this workshop and attendees are expected to attend both sessions to complete the workshop. ",River Oaks C,2019-06-15,2019-06-15 09:00:00,2019-06-15 12:30:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4435,Digging into data for stories: A crash course in Excel (Thur & Fri) **pre-registered attendees only,"Skill level: Beginner Get started with using data in your stories with IRE's original mini-boot camp. In this 7-hour, hands-on workshop, IRE’s experienced trainers will start with the basics of navigating Excel and using formulas, then walk you through sorting, filtering and aggregating data with PivotTables to find story ideas. You'll come away with a solid base for using data analysis in your newsroom, including how to find and request data, identify and clean dirty data, find story ideas and bulletproof your work. We’ll also provide you with our detailed boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories. Thursday & Friday's session is Thursday, June 13, 2:30 - 6 p.m. and Friday, June 14, 9 a.m. - 12:30 p.m. Registration for this session reserves your seat for both days of this workshop and attendees are expected to attend both sessions to complete the workshop. ",River Oaks C,2019-06-13,2019-06-13 14:30:00,2019-06-13 18:00:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
